PNI;y;x;województwo;powiat;gmina;nazwa placówki;kod pocztowy;miejscowoœæ;ulica;telefon;godziny pracy - opis;stan placówki;
264770;51.603732;18.724222;£ÓDZKIE;sieradzki;Sieradz;UP Sieradz 2;98-210;Sieradz;ul. Adama Mickiewicza 6;43-827-81-80;dni robocze: 10:00-17:00#(w godzinach 00:00 - 00:24 obs³uga wy³¹cznie klientów masowych)#soboty: 00:00-24:00#(obs³uga wy³¹cznie klienów masowych)#niedziele i œwiêta: 00:00-24:00#(obs³uga wy³acznie klientów masowych)#;;
264794;51.587790;18.712120;£ÓDZKIE;sieradzki;Sieradz;UP Sieradz 5;98-204;Sieradz;ul. Bohaterów Wrzeœnia 61 B;43-827-81-36;dni robocze: 07:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
264806;51.591043;18.725510;£ÓDZKIE;sieradzki;Sieradz;UP Sieradz 6;98-209;Sieradz;ul. Jana Paw³a II 28;43-827-81-83;dni robocze: 07:00-20:00#soboty: 07:30-14:00#niedziele i œwiêta: placówka nieczynna#;;
776223;51.976805;20.152230;£ÓDZKIE;Skierniewice;Skierniewice;FUP Skierniewice 1;96-104;Skierniewice;ul. Jaros³awa Iwaszkiewicza 15;46-833-86-90 #jedn. nadrzêdna: UP Skierniewice 1#tel.: 46-833-44-52;dni robocze: 09:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
776216;51.952650;20.152595;£ÓDZKIE;Skierniewice;Skierniewice;FUP Skierniewice 1;96-103;Skierniewice;ul. Miko³aja Kopernika 5;46-833-28-13 #jedn. nadrzêdna: UP Skierniewice 1#tel.: 46-833-44-52;dni robocze: 08:00-18:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
776209;51.951116;20.143154;£ÓDZKIE;Skierniewice;Skierniewice;FUP Skierniewice 1;96-101;Skierniewice;ul. Stefana Batorego 45 A;46-833-30-24 #jedn. nadrzêdna: UP Skierniewice 1#tel.: 46-833-44-52;dni robocze: 10:00-17:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
230734;51.961351;20.145986;£ÓDZKIE;Skierniewice;Skierniewice;UP Skierniewice 1;96-100;Skierniewice;ul. Henryka Sienkiewicza 2;46-833-44-52;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#Placówka przyjazna e-Commerce.#;;
777871;51.946844;20.050242;£ÓDZKIE;skierniewicki;Maków;FUP Skierniewice 1;96-124;Maków;ul. G³ówna 68;46-831-22-96 #jedn. nadrzêdna: UP Skierniewice 1#tel.: 46-833-44-52;dni robocze: 07:00-14:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
545846;51.879352;20.248833;£ÓDZKIE;skierniewicki;Nowy Kawêczyn;FUP Skierniewice 1;96-115;Nowy Kawêczyn;Nowy Kawêczyn 32;46-831-41-52 #jedn. nadrzêdna: UP Skierniewice 1#tel.: 46-833-44-52;dni robocze: 08:00-11:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
559738;51.889749;20.423927;£ÓDZKIE;skierniewicki;Kowiesy;FUP Skierniewice 1;96-111;Kowiesy;Kowiesy 74;46-831-70-96 #jedn. nadrzêdna: UP Skierniewice 1#tel.: 46-833-44-52;dni robocze: 07:45-13:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
265111;51.965899;20.151393;£ÓDZKIE;Skierniewice;Skierniewice;UP Skierniewice 2;96-102;Skierniewice;ul. Adama Mickiewicza 2/4;46-833-22-28;dni robocze: 08:00-20:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
265373;51.390624;20.143003;£ÓDZKIE;opoczyñski;S³awno;UP S³awno k. Opoczna;26-332;S³awno;ul. Marsza³ka Józefa Pi³sudskiego 31;44-645-17-27;dni robocze: 07:30-14:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
265935;51.304916;18.326652;£ÓDZKIE;wieruszowski;Sokolniki;UP Sokolniki k. Wielunia;98-420;Sokolniki;ul. Marsza³ka Józefa Pi³sudskiego 3;62-784-50-46;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
773505;51.930700;19.650300;£ÓDZKIE;zgierski;Stryków;FUP Stryków k. £odzi;95-011;Bratoszewice;ul. Szkolna 10;42-719-89-18 #jedn. nadrzêdna: UP Stryków k. £odzi#tel.: 42-719-80-49;dni robocze: 08:30-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
267324;51.902931;19.600747;£ÓDZKIE;zgierski;Stryków;UP Stryków k. £odzi;95-010;Stryków;ul. Stary Rynek 1;42-719-80-49;dni robocze: 09:00-19:30#soboty: 07:30-13:30#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
267450;51.139509;19.144449;£ÓDZKIE;pajêczañski;Strzelce Wielkie;UP Strzelce Wielkie k. Pajêczna;98-337;Strzelce Wielkie;ul. Czêstochowska 14;34-311-08-02;dni robocze: 08:00-14:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
267700;51.352487;19.891777;£ÓDZKIE;piotrkowski;Sulejów;UP Sulejów;97-330;Sulejów;ul. Konecka 7;44-645-17-51;dni robocze: 08:00-19:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
267779;51.187951;19.200840;£ÓDZKIE;pajêczañski;Sulmierzyce;UP Sulmierzyce k. Radomska;98-338;Sulmierzyce;ul. Urzêdowa 1;44-684-60-28;dni robocze: 08:00-14:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
268046;51.690170;18.975964;£ÓDZKIE;zduñskowolski;Szadek;UP Szadek;98-240;Szadek;ul. Piotrkowska 6;43-824-88-48;dni robocze: 08:00-15:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
268684;51.328000;19.112900;£ÓDZKIE;be³chatowski;Szczerców;UP Szczerców;97-420;Szczerców;ul. Stefana ¯eromskiego 2;44-635-73-45;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
778036;51.540450;20.007219;£ÓDZKIE;tomaszowski;Tomaszów Mazowiecki;FUP Tomaszów Mazowiecki 1;97-203;Tomaszów Mazowiecki;ul. Konstantego Koplina 1;44-725-73-76 #jedn. nadrzêdna: UP Tomaszów Mazowiecki 1#tel.: 44-725-73-60;dni robocze: 10:00-18:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
270268;51.530346;20.012755;£ÓDZKIE;tomaszowski;Tomaszów Mazowiecki;UP Tomaszów Mazowiecki 1;97-200;Tomaszów Mazowiecki;ul. Prezydenta Ignacego Moœcickiego 14/18;44-725-73-60;dni robocze: 08:00-20:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
271104;51.602266;19.545708;£ÓDZKIE;³ódzki wschodni;Tuszyn;UP Tuszyn;95-080;Tuszyn;Plac W³adys³awa Stanis³awa Reymonta 1;42-614-33-29;dni robocze: 09:00-19:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
271311;51.598827;19.920444;£ÓDZKIE;tomaszowski;Ujazd;UP Ujazd k. Tomaszowa Mazowieckiego;97-225;Ujazd;ul. Koœcielna 21;44-725-73-78;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
271397;51.972615;18.795891;£ÓDZKIE;poddêbicki;Uniejów;UP Uniejów;99-210;Uniejów;ul. Targowa 18;63-288-80-40;dni robocze: 07:00-18:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#;;
273348;51.706449;18.623457;£ÓDZKIE;sieradzki;Warta;UP Warta;98-290;Warta;ul. Tadeusza Koœciuszki 8;43-827-81-73;dni robocze: 08:00-18:00#soboty: 07:00-13:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
273362;51.975576;19.002914;£ÓDZKIE;poddêbicki;Wartkowice;UP Wartkowice;99-220;Wartkowice;Plac Tadeusza Koœciuszki 6;43-678-55-15;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
273731;51.438601;18.942060;£ÓDZKIE;³aski;Widawa;UP Widawa;98-170;Widawa;ul. Rynek Tadeusza Koœciuszki 11;43-824-88-27;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
273812;51.013269;19.767838;£ÓDZKIE;radomszczañski;Wielgom³yny;UP Wielgom³yny;97-525;Wielgom³yny;ul. Krzêtowska 10;44-685-43-56;dni robocze: 07:30-14:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
273931;51.221830;18.569469;£ÓDZKIE;wieluñski;Wieluñ;UP Wieluñ 1;98-300;Wieluñ;Plac Legionów 8;43-843-94-01;dni robocze: 07:00-20:00#soboty: 07:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
338089;51.237847;18.557625;£ÓDZKIE;wieluñski;Wieluñ;FUP Wieluñ 1;98-305;Wieluñ;ul. Kolejowa 10;43-843-94-09 #jedn. nadrzêdna: UP Wieluñ 1#tel.: 43-843-94-01;dni robocze: Pon.: 09:30-16:00 Wt.: 09:30-16:00 Œr.: 09:00-16:00 Czw.: 09:30-16:00 Pt.: 10:30-17:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
273955;51.215433;18.582687;£ÓDZKIE;wieluñski;Wieluñ;UP Wieluñ 4;98-303;Wieluñ;Osiedle Kardyna³a Stefana Wyszyñskiego 21 A lok. 5;43-843-94-41;dni robocze: 07:30-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#;;
273986;51.296061;18.151217;£ÓDZKIE;wieruszowski;Wieruszów;UP Wieruszów;98-400;Wieruszów;ul. Genera³a Karola Œwierczewskiego 21;62-784-17-83;dni robocze: 07:00-19:00#soboty: 07:00-13:00#niedziele i œwiêta: placówka nieczynna#;;
274727;51.717617;19.152861;£ÓDZKIE;³aski;Wodzierady;UP Wodzierady;98-105;Wodzierady;Wodzierady 57;43-824-88-40;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
274860;51.344365;19.583344;£ÓDZKIE;piotrkowski;Wola Krzysztoporska;UP Wola Krzysztoporska;97-371;Wola Krzysztoporska;ul. Tadeusza Koœciuszki 4;44-645-17-54;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
274972;51.498438;19.832093;£ÓDZKIE;piotrkowski;Wolbórz;UP Wolbórz;97-320;Wolbórz;ul. Andrzeja Frycza Modrzewskiego 83;44-645-17-50;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
276273;51.776656;18.851337;£ÓDZKIE;poddêbicki;Zadzim;UP Zadzim;99-232;Zadzim;Zadzim 39;43-678-61-28;dni robocze: 07:30-14:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
276709;51.541317;18.883781;£ÓDZKIE;zduñskowolski;Zapolice;UP Zapolice;98-161;Zapolice;ul. Kasztanowa 1;43-824-88-51;dni robocze: 07:30-14:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
277052;52.146203;19.811161;£ÓDZKIE;³owicki;Zduny;UP Zduny k. £owicza;99-440;Zduny;Zduny 1 E;46-838-74-21;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
963000;51.610713;18.945580;£ÓDZKIE;zduñskowolski;Zduñska Wola;FUP Zduñska Wola 1;98-230;Zduñska Wola;ul. Dworcowa 4;43-824-88-21 #jedn. nadrzêdna: UP Zduñska Wola 1#tel.: 43-824-88-10;dni robocze: 07:30-19:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
963024;51.605330;18.932361;£ÓDZKIE;zduñskowolski;Zduñska Wola;FUP Zduñska Wola 1;98-231;Zduñska Wola;ul. Getta ¯ydowskiego 18;43-824-88-23 #jedn. nadrzêdna: UP Zduñska Wola 1#tel.: 43-824-88-10;dni robocze: 07:30-19:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
277069;51.601119;18.945150;£ÓDZKIE;zduñskowolski;Zduñska Wola;UP Zduñska Wola 1;98-220;Zduñska Wola;ul. Jana Kiliñskiego 7-11;43-824-88-10;dni robocze: 07:00-20:00#soboty: 07:30-14:00#niedziele i œwiêta: placówka nieczynna#;;
277140;51.465600;19.216100;£ÓDZKIE;be³chatowski;Zelów;UP Zelów;97-425;Zelów;ul. Tadeusza Koœciuszki 9;44-635-73-46;dni robocze: 08:00-18:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
757215;51.862553;19.421511;£ÓDZKIE;zgierski;Zgierz;FUP Zgierz 1;95-101;Zgierz;ul. Józefa Pi³sudskiego 57;42-716-39-10 #jedn. nadrzêdna: UP Zgierz 1#tel.: 42-714-16-23;dni robocze: 10:00-18:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
277188;51.855300;19.412000;£ÓDZKIE;zgierski;Zgierz;UP Zgierz 1;95-100;Zgierz;ul. D³uga 28;42-714-16-23;dni robocze: 09:00-20:00#soboty: 07:00-13:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
566579;51.887500;19.310277;£ÓDZKIE;zgierski;Zgierz;FUP Zgierz 1;95-073;Grotniki;ul. Brzozowa 4 A;42-717-91-91 #jedn. nadrzêdna: UP Zgierz 1#tel.: 42-714-16-23;dni robocze: 10:00-16:00#(w godz. 16:00 - 18:00 wydawanie przesy³ek awizowanych)#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#;;
566593;51.928337;19.443483;£ÓDZKIE;zgierski;Zgierz;FUP Zgierz 1;95-001;Bia³a;ul. Zgierska 1;42-717-84-94 #jedn. nadrzêdna: UP Zgierz 1#tel.: 42-714-16-23;dni robocze: 09:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
562139;51.880041;19.477816;£ÓDZKIE;zgierski;Zgierz;FUP Zgierz 1;95-002;Smardzew;ul. Podleœna 22;42-716-93-93 #jedn. nadrzêdna: UP Zgierz 1#tel.: 42-714-16-23;dni robocze: 10:00-16:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
277195;51.849896;19.424547;£ÓDZKIE;zgierski;Zgierz;UP Zgierz 2;95-110;Zgierz;ul. Kolejowa 5;42-716-49-85;dni robocze: 09:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
277483;51.416338;18.603287;£ÓDZKIE;sieradzki;Z³oczew;UP Z³oczew k. Sieradza;98-270;Z³oczew;ul. Przechodnia 1;43-827-81-89;dni robocze: 08:00-15:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#;;
950397;51.305900;20.113200;£ÓDZKIE;opoczyñski;Parady¿;FUP ¯arnów;26-333;Parady¿;ul. Opoczyñska 10;44-645-17-28 #jedn. nadrzêdna: UP ¯arnów#tel.: 44-645-17-26;dni robocze: 07:30-14:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
277726;51.246175;20.172358;£ÓDZKIE;opoczyñski;¯arnów;UP ¯arnów;26-330;¯arnów;ul. Szeroka 10;44-645-17-26;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
776304;52.206187;19.576607;£ÓDZKIE;kutnowski;Bedlno;FUP ¯ychlin;99-311;Bedlno;Bedlno 30;24-282-14-28 #jedn. nadrzêdna: UP ¯ychlin#tel.: 24-285-37-47;dni robocze: 07:15-14:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
278024;52.243897;19.628212;£ÓDZKIE;kutnowski;¯ychlin;UP ¯ychlin;99-320;¯ychlin;ul. £ukasiñskiego 11;24-285-37-47;dni robocze: 08:00-18:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
278105;50.926800;19.635700;£ÓDZKIE;radomszczañski;¯ytno;UP ¯ytno;97-532;¯ytno;ul. Krótka 4;34-327-70-48;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
230989;50.065977;19.543069;MA£OPOLSKIE;chrzanowski;Alwernia;UP Alwernia;32-566;Alwernia;ul. Zbigniewa Gêsikowskiego 7;12-283-12-98;dni robocze: 07:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
775325;50.070277;19.450277;MA£OPOLSKIE;chrzanowski;Babice;FUP Alwernia;32-551;Babice;ul. Krakowska 47;32-620-11-85 #jedn. nadrzêdna: UP Alwernia#tel.: 12-283-12-98;dni robocze: Pon.: 08:00-15:00 Wt.: 08:00-15:00 Œr.: 08:00-15:00 Czw.: 08:00-15:00 Pt.: 10:30-17:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
231001;49.855177;19.342427;MA£OPOLSKIE;wadowicki;Andrychów;UP Andrychów;34-120;Andrychów;ul. Krakowska 100;33-875-22-48;dni robocze: 07:00-19:00#soboty: 07:00-13:00#niedziele i œwiêta: placówka nieczynna#;;
232330;49.732323;21.254597;MA£OPOLSKIE;gorlicki;Biecz;UP Biecz;38-340;Biecz;ul. Kazimierza Wielkiego 9;13-447-10-29;dni robocze: 07:30-19:00#soboty: 07:00-13:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
818435;49.672100;21.299300;MA£OPOLSKIE;gorlicki;Lipinki;FUP Biecz;38-305;Lipinki;Lipinki 53;13-447-70-90 #jedn. nadrzêdna: UP Biecz#tel.: 13-447-10-29;dni robocze: 08:30-14:45#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
232930;49.708274;20.945381;MA£OPOLSKIE;gorlicki;Bobowa;UP Bobowa k. Stró¿;38-350;Bobowa;ul. Pocztowa 2;18-351-40-60;dni robocze: 07:30-18:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
959756;50.073900;20.453700;MA£OPOLSKIE;bocheñski;Drwinia;FUP Bochnia;32-708;Dziewin;Dziewin 292;12-281-71-20 #jedn. nadrzêdna: UP Bochnia#tel.: 14-612-21-85;dni robocze: 07:30-14:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
232985;49.967205;20.426577;MA£OPOLSKIE;bocheñski;Bochnia;UP Bochnia;32-700;Bochnia;ul. Kazimierza Wielkiego 34;14-612-21-85;dni robocze: 07:00-20:00#soboty: 07:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
981189;49.986233;20.610647;MA£OPOLSKIE;brzeski;Brzesko;FUP Brzesko 1;32-810;Brzesko;ul. Dworcowa 8;14-663-24-43 #jedn. nadrzêdna: UP Brzesko 1#tel.: 14-663-12-83, 14-663-07-64;dni robocze: 07:00-18:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
919022;49.971800;20.692700;MA£OPOLSKIE;brzeski;Dêbno;FUP Brzesko 1;32-852;Wola Dêbiñska;Wola Dêbiñska 240;14-663-05-65 #jedn. nadrzêdna: UP Brzesko 1#tel.: 14-663-12-83, 14-663-07-64;dni robocze: 07:30-16:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
233869;49.968552;20.605564;MA£OPOLSKIE;brzeski;Brzesko;UP Brzesko 1;32-800;Brzesko;ul. Tadeusza Koœciuszki 5;14-663-12-83, 14-663-07-64;dni robocze: 07:00-20:00#soboty: 07:30-14:30#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
233902;49.984477;19.155738;MA£OPOLSKIE;oœwiêcimski;Brzeszcze;UP Brzeszcze;32-620;Brzeszcze;ul. Ofiar Oœwiêcimia 31;32-211-12-01;dni robocze: 08:00-20:00#soboty: 07:30-14:30#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
234262;49.336057;20.099423;MA£OPOLSKIE;tatrzañski;Bukowina Tatrzañska;UP Bukowina Tatrzañska;34-530;Bukowina Tatrzañska;ul. Tadeusza Koœciuszki 140;18-207-71-05;dni robocze: 07:30-17:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
235272;50.395338;19.945700;MA£OPOLSKIE;miechowski;Charsznica;UP Charsznica;32-250;Charsznica;ul. Kolejowa 18;41-383-60-01;dni robocze: 08:00-17:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
235403;50.100138;19.251666;MA£OPOLSKIE;oœwiêcimski;Che³mek;UP Che³mek;32-660;Che³mek;ul. Piastowska 24;33-846-11-66;dni robocze: 07:30-19:30#soboty: 07:00-13:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
235410;49.632958;20.666801;MA£OPOLSKIE;nowos¹decki;Che³miec;UP Che³miec;33-395;Che³miec;ul. Marcinkowicka 11;18-443-04-15;dni robocze: 07:30-18:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
774641;50.147805;19.409625;MA£OPOLSKIE;chrzanowski;Chrzanów;FUP Chrzanów;32-503;Chrzanów;ul. Mieszka I 9A;32-623-25-84 #jedn. nadrzêdna: UP Chrzanów#tel.: 32-623-33-60, 32-623-36-09, 32-623-36-06;dni robocze: 08:00-18:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
235896;50.138999;19.399722;MA£OPOLSKIE;chrzanowski;Chrzanów;UP Chrzanów;32-500;Chrzanów;ul. Marsza³ka Józefa Pi³sudskiego 2 A;32-623-33-60, 32-623-36-09, 32-623-36-06;dni robocze: 07:00-20:00#soboty: 08:00-14:30#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#Placówka przyjazna e-Commerce.#;;
